text,taxonomy,keyword,knowledgegraph,concept,entity
judge,"/law, govt and politics/government/courts and judiciary ",judge ,/organizations/individuals/professionals/lawyers/judge , , 
knife, ,knife ,/weapons/knife , , 
landscape, ,landscape , , , 
league,/sports/rugby ,league ,/activities/events/competitions/league , , 
mail, ,mail , , , 
mess, ,mess ,/arcade emulators/mess , , 
native, , , , , 
opening, ,opening ,/activities/events/opening , , 
parent,/family and parenting ,parent ,/people/family members/parent , , 
pattern,/hobbies and interests/arts and crafts/crochet ,pattern ,/products/tools/pattern , , 
pin, ,pin ,/accessories/pin , , 
pool,/sports/swimming ,pool ,/products/services/facilities/amenities/pool , , 
pound, ,pound ,/currencies/pound , , 
request, ,request ,/considerations/factors/materials/communications/request , , 
salary,/business and industrial/business operations/human resources/compensation and benefits ,salary ,/issues/benefits/salary , , 
shame, ,shame ,/concepts/factors/emotions/shame , , 
shelter,/pets/animal welfare ,shelter ,/considerations/factors/resources/materials/services/shelter , , 
shoe,/style and fashion/footwear ,shoe ,/accessories/shoe , , 
silver,/style and fashion/jewelry/earrings ,silver ,/products/materials/metals/silver , , 
tackle,/sports/fishing/saltwater fishing ,tackle ,/products/supplies/tackle , , 
tank,/pets/aquariums ,tank ,/vehicles/tank , , 
trust, ,trust ,/issues/opportunities/services/legal services/trust , , 
assist,/technology and computing/technical support , , , , 
bake,/food and drink/desserts and baking ,bake , , , 
bar,/food and drink/beverages/alcoholic beverages/cocktails and beer ,bar ,/places/bar , , 
bell, ,bell ,/products/instruments/bell , ,bell 
bike,/sports/bicycling/mountain biking ,bike ,/vehicles/bike , , 
blame, ,blame ,/issues/blame , , 
boy, ,boy ,/people/children/boy , , 
brick, ,brick ,/products/materials/brick , , 
chair,/home and garden/home furnishings/sofas and chairs ,chair ,/accessories/chair , , 
closet, ,closet ,/products/parts/closet , , 
clue,/hobbies and interests/games/board games and puzzles ,clue ,/games/board games/clue , , 
collar, ,collar ,/accessories/collar , , 
comment,/technology and computing/computer reviews ,comment , , , 
conference,/art and entertainment/shows and events/conference ,conference ,/activities/events/conference , , 
devil, ,devil ,/characters/creatures/monsters/devil , , 
diet,/food and drink/vegetarian ,diet ,/considerations/factors/diet , , 
fear,/health and fitness/disorders/mental disorder/panic and anxiety ,fear ,/techniques/concepts/factors/emotions/fear , , 
fuel,/business and industrial/energy/oil/diesel fuel ,fuel ,/fees/charges/expenses/costs/fuel , , 
glove,/style and fashion/accessories/gloves ,glove ,/accessories/glove , , 
jacket,/style and fashion/clothing/jackets ,jacket ,/products/garments/jacket , , 
lunch,/food and drink/cuisines/american cuisine ,lunch , , , 
monitor,/technology and computing/hardware/computer peripherals/computer monitors ,monitor ,/devices/monitor , , 
mortgage,/finance/personal finance/lending/home financing ,mortgage ,/products/services/loans/mortgage , , 
nurse,/careers/nursing ,nurse ,/people/professionals/nurse , , 
pace, ,pace ,/people/pace , , 
panic,/health and fitness/disorders/mental disorder/panic and anxiety ,panic ,/problems/anxiety disorders/panic , , 
peak, ,peak ,/features/peak , , 
plane,/travel/transports/air travel/air and space accident ,plane ,/vehicles/plane , , 
reward,/shopping/resources/loyalty programs ,reward ,/goodies/perks/benefits/incentives/reward , , 
row,/sports/rowing ,row , , , 
sandwich,/food and drink/food/condiments and dressings ,sandwich ,/foods/snacks/sandwich , , 
shock, ,shock ,/factors/emotions/shock , , 
spite, ,spite , , , 
spray, ,spray ,/products/spray , , 
surprise, ,surprise ,/feelings/emotions/surprise , , 
till, , , , , 
transition, ,transition , , , 
weekend, ,weekend ,/times/days/weekend , , 
welcome, , , , , 
yard,/home and garden/gardening and landscaping/yard and patio ,yard , , , 
alarm,/society/crime/property crime/burglary ,alarm ,/products/alarm , , 
bend, ,bend ,/accessories/parts/components/fittings/bend , , 
bicycle,/automotive and vehicles/bicycles and accessories ,bicycle ,/vehicles/bicycle , , 
bite,/pets/dogs ,bite ,/problems/skin irritations/bite , , 
blind, , , , , 
bottle,/food and drink/beverages/alcoholic beverages/wine ,bottle ,/products/containers/bottle , , 
cable,/technology and computing/consumer electronics/tv and video equipment/dvrs and set-top boxes ,cable , , , 
candle,/hobbies and interests/arts and crafts/candle and soap making ,candle ,/products/candle , , 
clerk, ,clerk ,/people/employees/clerk , , 
cloud,/technology and computing ,cloud ,/elements/textures/cloud , , 
concert,/art and entertainment/shows and events/concert ,concert ,/activities/events/concert , , 
counter, ,counter ,/products/services/applications/counter , , 
flower,/shopping/gifts/flowers ,flower ,/products/gifts/flower , , 
grandfather, ,grandfather ,/people/relatives/grandfather , , 
harm, ,harm ,/issues/harm , , 
knee,/science/medicine/orthopedics ,knee ,/body parts/organs/joints/knee , , 
lawyer,/travel/transports/road travel/road accident ,lawyer ,/organizations/individuals/professionals/lawyer , , 
leather,/style and fashion/clothing/jackets ,leather ,/products/materials/leather , , 
load,/technology and computing/hardware/computer/servers ,load ,/factors/conditions/load , , 
mirror,/technology and computing/consumer electronics/camera and photo equipment/telescopes ,mirror ,/accessories/mirror , , 
neck,/health and fitness/disease/headaches and migraines ,neck ,/features/types/parts/neck , , 
pension,/finance/personal finance/financial planning/retirement and pension ,pension ,/issues/benefits/pension , , 
plate, ,plate ,/products/plate , , 
purple, , , , , 
ruin,/society/crime/property crime/fraud ,ruin ,/places/sites/ruin , , 
ship,/business and industrial/shipbuilding ,ship ,/vehicles/ship , , 
skirt, ,skirt ,/products/garments/skirt , , 
slice, ,slice , , , 
snow,/travel/tourist destinations/ski resorts ,snow ,/people/snow , , 
specialist, ,specialist ,/people/professionals/doctors/specialist , , 
stroke,/health and fitness/disease/heart disease ,stroke ,/problems/diseases/stroke , , 
switch,/technology and computing/hardware/computer networking/router , , , , 
trash,/science/ecology/waste management/recycling ,trash ,/expenses/materials/trash , , 
tune,/art and entertainment/music/musical instruments/pianos ,tune ,/songs/tune , , 
zone, ,zone ,/diets/low carb diets/zone , , 
anger,/health and fitness/disorders/mental disorder/panic and anxiety ,anger ,/issues/emotions/anger , , 
award,/art and entertainment/theatre/theatre awards ,award ,/activities/honors/awards/award , , 
bid,/shopping/auctions ,bid , , , 
bitter,/food and drink/beverages/alcoholic beverages/cocktails and beer , , , , 
boot,/technology and computing/computer certification ,boot ,/accessories/shoes/boot , , 
bug,/home and garden/pest control ,bug ,/problems/bug , , 
camp,/automotive and vehicles/campers and rvs ,camp ,/activities/events/camp , , 
candy,/food and drink/food/candy and sweets ,candy ,/products/treats/candy , , 
carpet,/home and garden/home furnishings/rugs and carpets ,carpet ,/products/carpet , , 
cat,/pets/cats ,cat ,/animals/pets/cat , , 
champion, ,champion ,/brands/champion , , 
channel,/art and entertainment/movies and tv/children's ,channel , , , 
clock, ,clock ,/products/clock , , 
comfort, ,comfort , , , 
cow, ,cow ,/animals/cow , , 
crack,/society/crime/property crime/piracy ,crack ,/problems/defects/crack , , 
engineer, ,engineer ,/organizations/individuals/professionals/engineer , ,engineer 
entrance, ,entrance ,/applications/entrance , , 
fault,/science/geology/seismology/earthquakes ,fault ,/problems/fault , , 
grass, ,grass ,/animals/plants/grass , , 
guy,/art and entertainment/comics and animation/comics ,guy , , , 
hell, ,hell ,/words/hell , , 
highlight, ,highlight , , , 
incident,/technology and computing/computer security ,incident , , , 
island,/travel/tourist destinations/seaside resort ,island ,/places/island , , 
joke,/art and entertainment/humor ,joke ,/funnies/joke , , 
jury,/society/crime/personal offense/homicide ,jury ,/people/jury , , 
leg,/style and fashion/clothing/leggings ,leg , , , 
lip,/style and fashion/beauty/cosmetics/lipstick ,lip ,/accessories/parts/lip , , 
mate, ,mate ,/condoms/mate , , 
motor,/automotive and vehicles/motor shows ,motor ,/products/parts/motor , , 
nerve,/health and fitness/disease/chronic pain ,nerve ,/structures/nerve , , 
passage,"/law, govt and politics/legal issues/legislation ",passage , , , 
pen, ,pen ,/accessories/pen , , 
pride,/society/gay life ,pride ,/concepts/factors/emotions/pride , , 
priest, ,priest ,/people/priest , , 
prize,/art and entertainment/theatre/theatre awards ,prize ,/activities/awards/prize , , 
promise, ,promise ,/statements/promise , , 
resident, ,resident ,/people/resident , , 
resort,/travel/tourist destinations/seaside resort ,resort ,/activities/services/accommodations/resort , , 
ring,/style and fashion/jewelry/rings ,ring ,/accessories/ring , , 
roof,/home and garden/home improvement and repair/roofing ,roof , , , 
rope, ,rope ,/products/tools/rope , , 
sail,/sports/sailing ,sail ,/products/sail , , 
scheme,/finance/personal finance/financial planning/retirement and pension ,scheme ,/issues/scheme , , 
script, ,script , , , 
sock,/style and fashion/accessories/socks ,sock ,/accessories/sock , , 
station, ,station ,/places/landmarks/station , , 
toe, ,toe ,/parts/extremities/toe , , 
tower,/travel/specialty travel/sightseeing tours ,tower ,/assets/facilities/buildings/structures/tower , , 
truck,/automotive and vehicles/trucks and suvs/pickup trucks ,truck ,/vehicles/truck , , 
witness,/society/crime/personal offense/homicide ,witness ,/people/witness , , 
a, , , , , 
you, , , , , 
it, , , , , 
can, , , , , 
will, , , , , 
if, , , , , 
one, , , , , 
many, , , , , 
most, , , , , 
other, , , , , 
use, , , , , 
make, , , , , 
good, , , , , 
look, , , , , 
help, ,help , , , 
go, , , , , 
great, , , , , 
being, , , , , 
few, , , , , 
might, , , , , 
still, , , , , 
public, ,public , , , 
read, , , , , 
keep, , , , , 
start, , , , , 
give, , , , , 
human,"/law, govt and politics/legal issues/human rights ", , , , 
local, , , , , 
general, , , , , 
she, , , , , 
specific, , , , , 
long, , , , , 
play, ,play ,/happenings/events/live performances/play , , 
feel, , , , , 
high, , , , , 
tonight, , , , , 
put, , , , , 
common, , , , , 
set, , , , , 
change, ,change ,/people/circumstances/change , , 
simple, ,simple , , , 
past, , , , , 
big, , , , , 
possible, , , , , 
particular, , , , , 
today, , , , , 
major, , , , , 
personal,/finance/personal finance/lending/personal loans , , , , 
current, , , , , 
national, , , , , 
cut, ,cut ,/problems/injuries/cut , , 
natural,/business and industrial/energy/natural gas , , , , 
physical,/health and fitness/therapy/physical therapy , , , , 
show, , , , , 
try, , , , , 
check, ,check ,/products/materials/services/transactions/orders/check , , 
second, , , , , 
call, , , , , 
move, , , , , 
pay, ,pay , , , 
let, , , , , 
increase,/business and industrial/energy/oil/oil and gas prices ,increase ,/changes/increase , , 
single, , , , , 
individual,/finance/personal finance/insurance/health insurance ,individual ,/organizations/individual , , 
turn, ,turn , , , 
ask, , , , , 
buy, , , , , 
guard,"/law, govt and politics/law enforcement/coast guard ",guard ,/people/inmates/guard , , 
hold, , , , , 
main, , , , , 
offer, ,offer , , , 
potential,/business and industrial/energy/renewable energy/geothermal energy , , , , 
professional, , , , , 
international,"/law, govt and politics/legal issues/international law ", , , , 
travel,/travel ,travel , , , 
cook,/food and drink/barbecues and grilling ,cook ,/employees/workers/cook , , 
alternative,/health and fitness/alternative medicine ,alternative ,/categories/genres/alternative , , 
following, , , , , 
special,/education/special education , , , , 
working, ,working ,/activities/working , , 
whole,/food and drink/food/grains and pasta , , , , 
dance,/art and entertainment/dance ,dance ,/activities/dance , , 
excuse, ,excuse ,/ramblings/excuse , , 
cold, , , , , 
commercial,/automotive and vehicles/commercial vehicles , , , , 
low, , , , , 
purchase, ,purchase , , , 
deal, ,deal , , , 
primary, , , , , 
worth, , , , , 
fall, ,fall ,/issues/accidents/fall , , 
necessary,/business and industrial/business operations/business plans , , , , 
positive,/health and fitness/disease/aids and hiv , , , , 
produce,/food and drink/food/baked goods , , , , 
search, ,search ,/products/services/features/search , , 
present,/science/social science/history/prehistory , , , , 
spend, , , , , 
talk,/art and entertainment/movies and tv/talk shows ,talk ,/activities/events/talk , , 
creative, , , , , 
tell, , , , , 
cost, ,cost ,/issues/claims/expenses/cost , , 
drive,/technology and computing/hardware/computer components/disks ,drive , , , 
green,/business and industrial/green solutions ,green ,/colors/green , , 
support, ,support , , , 
glad, , , , , 
remove, , , , , 
return,/business and industrial/business operations/human resources/payroll services ,return ,/issues/policies/return , , 
run,/sports/bobsled ,run , , , 
complex, , , , , 
due, , , , , 
effective, , , , , 
middle, , , , , 
regular, , , , , 
reserve, ,reserve , , , 
independent,/art and entertainment/movies and tv/independent , , , , 
leave, , , , , 
original, , , , , 
reach, ,reach , , , 
rest, ,rest ,/techniques/basics/elements/measures/rest , , 
serve, ,serve ,/organizations/serve , , 
watch,/style and fashion/accessories/watches , , , , 
beautiful, , , , , 
charge, ,charge , , , 
active, , , , , 
break, ,break ,/times/hours/break , , 
negative, , , , , 
safe, , , , , 
stay,/travel/tourist facilities/bed and breakfast ,stay ,/days/stay , , 
visit, ,visit , , , 
visual,/technology and computing/programming languages/visual basic , , , , 
affect,/health and fitness/disorders/sleep disorders , , , , 
cover, ,cover ,/accessories/cover , , 
report,/business and industrial/company/annual report ,report ,/products/materials/services/resources/publications/report , , 
rise,/business and industrial/energy/oil/oil and gas prices ,rise , , , 
walk,/sports/walking , , , , 
white, , , , , 
beyond, , , , , 
junior, ,junior ,/people/junior , , 
pick,/hobbies and interests/games/lottery , , , , 
unique, , , , , 
anything,/technology and computing/hardware/computer components/memory , , , , 
classic,/art and entertainment/movies and tv/cult classics , , , , 
final, , , , , 
lift, ,lift ,/services/facilities/lift , , 
mix, ,mix ,/accessories/mix , , 
private,/education/school/private school , , , , 
stop, ,stop , , , 
teach,/education/teaching and classroom resources/lesson plans , , , , 
western,/art and entertainment/movies and tv/westerns , , , , 
concern, ,concern ,/issues/concern , , 
familiar, , , , , 
fly,/sports/fishing/fly fishing ,fly ,/animals/pests/insects/fly , , 
official, , , , ,official 
broad, , , , , 
comfortable, , , , , 
gain,/health and fitness/disease/thyroid disease ,gain , , , 
maybe, , , , , 
rich,/food and drink/food/fruits and vegetables , , , , 
save, , , , , 
stand, ,stand ,/accessories/stand , , 
young, , , , , 
fail, , , , , 
heavy, , , , , 
hello, ,hello ,/publications/magazines/hello , , 
lead,/business and industrial/advertising and marketing/telemarketing ,lead , , , 
listen,/art and entertainment/radio , , , , 
valuable, , , , , 
worry, ,worry ,/factors/emotions/worry , , 
handle, ,handle ,/accessories/handle , , 
leading,/technology and computing/consumer electronics/tv and video equipment/projectors , , , , 
meet,/society/dating , , , , 
release,/technology and computing/consumer electronics/home video and dvd ,release ,/products/specialty chemicals/release , , 
sell, , , , , 
finish, , , , , 
normal,/health and fitness/disease/thyroid disease , , , , 
press, ,press ,/industries/media/press , , 
ride, ,ride ,/activities/attractions/ride , , 
secret,"/law, govt and politics/espionage and intelligence/secret service ",secret , , , 
spread, ,spread ,/products/spread , , 
spring, ,spring , , , 
tough, , , , , 
wait, , , , , 
brown, , , , ,brown 
deep, , , , , 
display, ,display ,/products/display , , 
flow, ,flow ,/applications/transducers/flow , , 
hit, , , , , 
objective, , , , , 
shoot,/sports/hunting and shooting/skeet shooting ,shoot , , , 
touch,/technology and computing/consumer electronics/ebook reader ,touch ,/activities/functions/senses/touch , , 
cancel,/finance/personal finance/insurance/travel insurance , , , , 
chemical,/business and industrial/chemicals industry ,chemical ,/products/chemical , , 
cry,/family and parenting/babies and toddlers , , , , 
dump, , , , , 
extreme,/shopping/resources/coupons , , , , 
push, ,push , , , 
conflict, ,conflict ,/issues/conflict , , 
eat,/food and drink/healthy eating ,eat ,/books/eat , , 
fill, , , , , 
formal,/style and fashion/clothing/wedding dresses , , , , 
jump, ,jump , , , 
kick,/sports/boxing ,kick , , , 
opposite, , , , , 
pass,/technology and computing/computer certification ,pass ,/materials/articles/pass , , 
pitch, ,pitch , , , 
remote,/technology and computing/networking/vpn and remote access , , , , 
total, , , , , 
treat,/health and fitness/alternative medicine/homeopathy ,treat ,/products/treat , , 
vast, , , , , 
abuse,/health and fitness/addiction/substance abuse ,abuse ,/issues/abuse , , 
beat,/art and entertainment/music/music genres/ska ,beat , , , 
burn, ,burn ,/problems/injuries/burn , , 
deposit,/finance/bank/checks ,deposit , , , 
print,/art and entertainment/visual art and design ,print ,/industries/media/print , , 
raise, ,raise ,/incentives/perks/benefits/raise , , 
sleep,/health and fitness/disorders/sleep disorders ,sleep ,/activities/sleep , , 
somewhere, , , , , 
advance, ,advance ,/services/payments/advance , , 
anywhere,/technology and computing/networking/vpn and remote access , , , , 
consist,/business and industrial/business operations/business plans , , , , 
dark, , , , , 
double,/home and garden/bed and bath/bedroom , , , , 
draw,/hobbies and interests/games/lottery ,draw , , , 
equal,"/law, govt and politics/legal issues/civil rights ", , , , 
fix, ,fix ,/modifications/changes/improvements/fix , , 
hire, , , , , 
internal,/finance/accounting and auditing , , , , 
join, , , , , 
kill, ,kill ,/points/kill , , 
sensitive, , , , , 
tap,/food and drink/beverages/non alcoholic beverages/bottled water , , , , 
win, ,win ,/products/beverages/win , , 
attack, ,attack ,/problems/threats/attack , , 
claim, ,claim ,/issues/costs/expenses/liabilities/claims/claim , , 
constant,/science/physics/thermodynamics , , , , 
drag,/sports/auto racing ,drag , , , 
drink, ,drink ,/products/snacks/drink , , 
guess, ,guess ,/companies/brands/guess , , 
minor,/sports/baseball , , , , 
pull,/automotive and vehicles/auto parts , , , , 
raw,/food and drink/vegan , , , , 
soft,/food and drink/beverages/non alcoholic beverages/soft drinks , , , , 
solid,/home and garden/bed and bath/bedroom/beds and headboards , , , , 
wear,/style and fashion/swimwear ,wear ,/problems/wear , , 
weird, , , , , 
wonder, ,wonder ,/feelings/emotions/wonder , , 
annual,/business and industrial/company/annual report , , , , 
count, ,count , , , 
dead, , , , , 
doubt, ,doubt ,/issues/emotions/doubt , , 
feed,/business and industrial/agriculture and forestry/livestock ,feed ,/issues/costs/expenses/supplies/feed , , 
forever, , , , , 
impress,/automotive and vehicles/cars/luxury ,impress , , , 
nobody, , , , , 
repeat, ,repeat ,/actions/repeat , , 
round, , , , , 
sing,/art and entertainment/music/music genres/blues ,sing ,/songs/sing , , 
slide,/technology and computing/consumer electronics/tv and video equipment/projectors ,slide , , , 
strip, ,strip ,/patterns/strip , , 
whereas, , , , , 
wish, ,wish ,/factors/wish , , 
combine, , , , , 
command, ,command ,/applications/command , , 
dig, ,dig , , , 
divide,/science/mathematics/arithmetic ,divide ,/functions/operations/divide , , 
equivalent,/science/computer science , , , , 
hang, ,hang ,/problems/hang , , 
hunt,/sports/hunting and shooting ,hunt ,/people/hunt , , 
initial, , , , , 
march, , , , , 
mention, ,mention ,/key metrics/mention , , 
smell,/style and fashion/beauty/perfume ,smell ,/animals/dogs/smell , , 
spiritual,/religion and spirituality , , , , 
survey,/business and industrial/business operations/human resources/compensation and benefits ,survey ,/products/tools/resources/materials/services/survey , , 
tie,/style and fashion/accessories/ties ,tie ,/products/tie , , 
adult,/education/adult education ,adult ,/people/adult , , 
brief,/science/social science/history ,brief ,/products/materials/papers/legal documents/brief , , 
crazy, , , , , 
escape, ,escape ,/charges/escape , , 
gather, ,gather ,/sites/gather , , 
hate,/society/crime/personal offense/hate crime ,hate ,/experiences/feelings/emotions/hate , , 
prior, , , , , 
repair,/automotive and vehicles/auto repair ,repair , , , 
rough,/art and entertainment/visual art and design/drawing , , , , 
sad, , , , , 
scratch,/food and drink/food/baked goods ,scratch ,/problems/damages/scratch , , 
sick, , , , , 
strike,/society/work/unions ,strike , , , 
employ, ,employ , , , 
external,/technology and computing/hardware/computer components/disks , , , , 
hurt,/business and industrial/logistics/freight train ,hurt ,/issues/feelings/emotions/hurt , , 
illegal, , , , , 
laugh,/art and entertainment/humor ,laugh ,/times/laugh , , 
lay, ,lay ,/enron executives/lay , , 
mobile,/technology and computing/consumer electronics/telephones/mobile phones , , , , 
nasty,/society/sex , , , , 
ordinary, , , , , 
respond, ,respond , , , 
royal, ,royal ,/colors/royal , , 
senior,/society/senior living , , , , 
split, ,split ,/problems/defects/split , , 
strain,/health and fitness/disease/cold and flu ,strain ,/problems/injuries/strain , , 
struggle, ,struggle ,/issues/struggle , , 
swim,/style and fashion/swimwear ,swim ,/activities/swim , , 
train,/business and industrial/logistics/freight train ,train , , , 
upper, , , , , 
wash,/home and garden/appliances/dishwashers ,wash ,/techniques/wash , , 
yellow, , , , , 
convert,/technology and computing/mp3 and midi ,convert ,/tools/convert , , 
crash,/travel/transports/air travel/air and space accident ,crash ,/problems/crash , , 
dependent, , , , , 
fold, ,fold , , , 
funny,/art and entertainment/humor , , , , 
grab,/food and drink/beverages/non alcoholic beverages/coffee and tea ,grab , , , 
hide, , , , , 
miss,/art and entertainment/shows and events/beauty contest ,miss ,/titles/miss , , 
permit,"/law, govt and politics/legal issues/legislation/building laws ",permit ,/details/requirements/permits/approvals/authorizations/permit , , 
quote, ,quote , , , 
recover,/technology and computing/hardware/computer components/disks , , , , 
resolve,/technology and computing/technical support , , , , 
roll,/art and entertainment/music/music genres/punk ,roll ,/foods/baked goods/roll , , 
sink,/home and garden/appliances/microwaves ,sink ,/products/fixtures/sink , , 
slip, ,slip ,/factors/causes/accidents/slip , , 
spare, , , , , 
suspect,/society/crime/property crime/robbery , , , , 
sweet,/food and drink/food/candy and sweets , , , , 
swing,/sports/golf ,swing ,/factors/features/styles/swing , , 
twist, ,twist , , , 
upstairs,/home and garden/bed and bath/bedroom ,upstairs , , , 
usual, , , , , 
abroad, , , , , 
brave, , , , , 
calm,/health and fitness/disorders/mental disorder/panic and anxiety , , , , 
concentrate, ,concentrate ,/products/concentrate , , 
estimate,/home and garden/home improvement and repair/roofing ,estimate ,/statements/estimate , , 
grand, , , , , 
male,/health and fitness/disease/infertility ,male ,/people/male , , 
mine,/business and industrial/energy/coal , , , , 
prompt,/technology and computing/operating systems/unix , , , , 
quiet, , , , , 
refuse,/science/ecology/waste management/recycling ,refuse , , , 
regret, ,regret ,/issues/feelings/emotions/regret , , 
reveal, , , , , 
rush,/art and entertainment/movies and tv/talk shows ,rush ,/people/rush , , 
shake, , , , , 
shift, ,shift ,/keys/shift , , 
shine, ,shine , , , 
steal,/technology and computing/computer security/antivirus and malware ,steal ,/points/steal , , 
suck, ,suck ,/guys/suck , , 
surround,/technology and computing/consumer electronics/tv and video equipment/home theater systems ,surround ,/dm2000. 50 new features/surround , , 
anybody, ,anybody , , , 
bear,/shopping/toys/stuffed animals ,bear ,/animals/bear , , 
brilliant, , , , , 
dare,/art and entertainment/movies and tv/children's ,dare ,/adult party games/dare , , 
dear, ,dear ,/bands/dear , , 
delay, ,delay ,/issues/effects/delay , , 
drunk, , , , , 
female,/health and fitness/disease/infertility ,female ,/people/female , , 
hurry, ,hurry ,/words/hurry , , 
inevitable, , , , , 
invite, ,invite , , , 
kiss, ,kiss , , , 
neat, , , , , 
pop,/art and entertainment/music/music genres/pop music ,pop ,/products/styles/pop , , 
punch, ,punch ,/products/tools/punch , , 
quit,/health and fitness/addiction/smoking addiction , , , , 
reply, ,reply , , , 
representative, ,representative ,/people/representative , ,representative 
resist, , , , , 
rip,/technology and computing/mp3 and midi ,rip ,/problems/rip , , 
rub, ,rub ,/products/rub , , 
silly, , , , , 
smile,/health and fitness/dental care ,smile , , , 
spell,/religion and spirituality/alternative religions/pagan and wiccan ,spell ,/aspects/abilities/spell , , 
stretch,/automotive and vehicles/cars/sedan ,stretch , , , 
stupid, , , , , 
tear,/health and fitness/disease/arthritis ,tear ,/themes/tear , , 
temporary, , , , , 
tomorrow, , , , , 
wake,/sports/wakeboarding ,wake , , , 
wrap,/style and fashion/accessories/scarves ,wrap ,/accessories/wrap , , 
yesterday, , , , , 
